Fecha,KWH_REC,KWH_ENT,KVARH_Q1,KVARH_Q2,KVARH_Q3,KVARH_Q4
2026-05-01 22:55:00,189.84449768066406,0.0,26.73793601989746,0.0,0.0,0.0
2026-05-01 23:00:00,189.8712921142578,0.0,26.704753875732422,0.0,0.0,0.0
2026-05-01 23:05:00,184.12030029296875,0.0,25.75539779663086,0.0,0.0,0.0
2026-05-01 23:10:00,186.02711486816406,0.0,26.060230255126953,0.0,0.0,0.0
2026-05-01 23:15:00,172.27687072753906,0.0,24.16008758544922,0.0,0.0,0.0
2026-05-01 23:20:00,224.7395477294922,0.0,32.778656005859375,0.0,0.0,0.0
2026-05-01 23:25:00,222.7624969482422,0.0,32.40542221069336,0.0,0.0,0.0
2026-05-01 23:30:00,218.9603729248047,0.0,31.751220703125,0.0,0.0,0.0
2026-05-01 23:35:00,194.22120666503906,0.0,27.862829208374023,0.0,0.0,0.0
2026-05-01 23:40:00,218.7687530517578,0.0,31.78168487548828,0.0,0.0,0.0
2026-05-01 23:45:00,217.7571563720703,0.0,31.606430053710938,0.0,0.0,0.0
2026-05-01 23:50:00,167.49156188964844,0.0,23.42676544189453,0.0,0.0,0.0
2026-05-01 23:55:00,171.86817932128906,0.0,23.990385055541992,0.0,0.0,0.0
2026-05-02 00:00:00,184.11241149902344,0.0,25.813232421875,0.0,0.0,0.0
